#,Date-Time (AKDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
1,06/21/2025 17:34:00,2.74,Logged,,,,
2,06/21/2025 17:35:00,2.83,,,,,
3,06/21/2025 17:36:00,3.13,,,,,
4,06/21/2025 17:37:00,2.91,,,,,
5,06/21/2025 17:38:00,2.10,,,,,
6,06/21/2025 17:39:00,1.67,,,,,
7,06/21/2025 17:40:00,1.33,,,,,
8,06/21/2025 17:41:00,1.20,,,,,
9,06/21/2025 17:42:00,1.16,,,,,
10,06/21/2025 17:43:00,1.16,,,,,
11,06/21/2025 17:44:00,1.11,,,,,
12,06/21/2025 17:45:00,1.28,,,,,
13,06/21/2025 17:46:00,1.54,,,,,
14,06/21/2025 17:47:00,1.88,,,,,
15,06/21/2025 17:48:00,2.36,,,,,
16,06/21/2025 17:49:00,2.70,,,,,
17,06/21/2025 17:50:00,3.00,,,,,
18,06/21/2025 17:51:00,3.26,,,,,
19,06/21/2025 17:52:00,3.56,,,,,
20,06/21/2025 17:53:00,3.73,,,,,
21,06/21/2025 17:54:00,4.07,,,,,
22,06/21/2025 17:55:00,4.33,,,,,
23,06/21/2025 17:56:00,4.42,,,,,
24,06/21/2025 17:57:00,4.59,,,,,
25,06/21/2025 17:58:00,4.67,,,,,
26,06/21/2025 17:59:00,4.80,,,,,
27,06/21/2025 18:00:00,4.97,,,,,
28,06/21/2025 18:01:00,5.10,,,,,
29,06/21/2025 18:02:00,5.19,,,,,
30,06/21/2025 18:03:00,5.36,,,,,
31,06/21/2025 18:04:00,5.53,,,,,
32,06/21/2025 18:05:00,5.66,,,,,
33,06/21/2025 18:06:00,5.75,,,,,
34,06/21/2025 18:07:00,5.66,,,,,
35,06/21/2025 18:08:00,5.66,,,,,
36,06/21/2025 18:09:00,5.57,,,,,
37,06/21/2025 18:10:00,5.57,,,,,
38,06/21/2025 18:11:00,5.62,,,,,
39,06/21/2025 18:12:00,5.66,,,,,
40,06/21/2025 18:13:00,5.83,,,,,
41,06/21/2025 18:14:00,6.05,,,,,
42,06/21/2025 18:15:00,6.13,,,,,
43,06/21/2025 18:16:00,6.30,,,,,
44,06/21/2025 18:17:00,6.35,,,,,
45,06/21/2025 18:18:00,6.39,,,,,
46,06/21/2025 18:19:00,6.43,,,,,
47,06/21/2025 18:20:00,6.43,,,,,
48,06/21/2025 18:21:00,6.52,,,,,
49,06/21/2025 18:22:00,6.56,,,,,
50,06/21/2025 18:23:00,6.65,,,,,
51,06/21/2025 18:24:00,6.69,,,,,
52,06/21/2025 18:25:00,6.73,,,,,
53,06/21/2025 18:26:00,6.78,,,,,
54,06/21/2025 18:27:00,6.86,,,,,
55,06/21/2025 18:28:00,6.95,,,,,
56,06/21/2025 18:29:00,6.90,,,,,
57,06/21/2025 18:30:00,6.95,,,,,
58,06/21/2025 18:31:00,6.90,,,,,
59,06/21/2025 18:32:00,6.95,,,,,
60,06/21/2025 18:33:00,6.90,,,,,
61,06/21/2025 18:34:00,6.90,,,,,
62,06/21/2025 18:35:00,6.86,,,,,
63,06/21/2025 18:36:00,6.78,,,,,
64,06/21/2025 18:37:00,6.73,,,,,
65,06/21/2025 18:38:00,6.60,,,,,
66,06/21/2025 18:39:00,6.48,,,,,
67,06/21/2025 18:40:00,6.35,,,,,
68,06/21/2025 18:41:00,6.26,,,,,
69,06/21/2025 18:42:00,6.26,,,,,
70,06/21/2025 18:43:00,6.22,,,,,
71,06/21/2025 18:44:00,6.17,,,,,
72,06/21/2025 18:45:00,6.17,,,,,
73,06/21/2025 18:46:00,6.22,,,,,
74,06/21/2025 18:47:00,6.30,,,,,
75,06/21/2025 18:48:00,6.30,,,,,
76,06/21/2025 18:49:00,6.30,,,,,
77,06/21/2025 18:50:00,6.17,,,,,
78,06/21/2025 18:51:00,6.17,,,,,
79,06/21/2025 18:52:00,6.09,,,,,
80,06/21/2025 18:53:00,6.00,,,,,
81,06/21/2025 18:54:00,5.92,,,,,
82,06/21/2025 18:55:00,5.79,,,,,
83,06/21/2025 18:56:00,5.79,,,,,
84,06/21/2025 18:57:00,5.83,,,,,
85,06/21/2025 18:58:00,5.75,,,,,
86,06/21/2025 18:59:00,5.66,,,,,
87,06/21/2025 19:00:00,5.57,,,,,
88,06/21/2025 19:01:00,5.57,,,,,
89,06/21/2025 19:02:00,5.57,,,,,
90,06/21/2025 19:03:00,5.53,,,,,
91,06/21/2025 19:04:00,5.49,,,,,
92,06/21/2025 19:05:00,5.49,,,,,
93,06/21/2025 19:06:00,5.53,,,,,
94,06/21/2025 19:07:00,5.57,,,,,
95,06/21/2025 19:08:00,5.57,,,,,
96,06/21/2025 19:09:00,5.57,,,,,
97,06/21/2025 19:10:00,5.57,,,,,
98,06/21/2025 19:11:00,5.57,,,,,
99,06/21/2025 19:12:00,5.57,,,,,
100,06/21/2025 19:13:00,5.62,,,,,
101,06/21/2025 19:14:00,5.62,,,,,
102,06/21/2025 19:15:00,5.57,,,,,
103,06/21/2025 19:16:00,5.66,,,,,
104,06/21/2025 19:17:00,5.57,,,,,
105,06/21/2025 19:18:00,5.62,,,,,
106,06/21/2025 19:19:00,5.66,,,,,
107,06/21/2025 19:20:00,5.66,,,,,
108,06/21/2025 19:21:00,5.75,,,,,
109,06/21/2025 19:22:00,5.79,,,,,
110,06/21/2025 19:23:00,5.92,,,,,
111,06/21/2025 19:24:00,5.92,,,,,
112,06/21/2025 19:25:00,5.92,,,,,
113,06/21/2025 19:26:00,5.87,,,,,
114,06/21/2025 19:27:00,5.75,,,,,
115,06/21/2025 19:28:00,5.70,,,,,
116,06/21/2025 19:29:00,5.62,,,,,
117,06/21/2025 19:30:00,5.53,,,,,
118,06/21/2025 19:31:00,5.53,,,,,
119,06/21/2025 19:32:00,5.62,,,,,
120,06/21/2025 19:33:00,5.57,,,,,
121,06/21/2025 19:34:00,5.66,,,,,
