Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Barom,RelHum,WindGustSpeed,WindSpeed,VecAvgWindDir
2017/03/21,-10.8,-7.9,-9.3,-9.4,nan,76.6,nan,nan,nan
2017/03/22,-9.3,-7.9,-8.6,-8.7,nan,73.2,nan,nan,nan
2017/03/23,-9.6,-5.9,-7.8,-8.5,nan,83.8,nan,nan,nan
2017/03/24,-9.9,-6.2,-8.1,-8.9,nan,80.1,nan,nan,nan
2017/03/25,-9.3,-7.7,-8.5,-8.5,nan,86.8,nan,nan,nan
2017/03/26,-10.6,-7.5,-9.0,-9.3,nan,84.5,nan,nan,nan
2017/03/27,-8.2,-4.5,-6.3,-6.7,nan,78.2,nan,nan,nan
2017/03/28,-7.6,-4.5,-6.1,-6.2,nan,95.6,nan,nan,nan
2017/03/29,-6.7,-4.8,-5.8,-5.8,nan,87.3,nan,nan,nan
2017/03/30,-7.4,-4.9,-6.2,-6.8,nan,94.8,nan,nan,nan
2017/03/31,-7.1,-4.0,-5.5,-5.7,nan,87.2,nan,nan,nan
2017/04/01,-5.0,-3.5,-4.3,-4.2,nan,91.8,nan,nan,nan
2017/04/02,-9.2,-3.6,-6.4,-7.4,nan,98.7,nan,nan,nan
2017/04/03,-9.1,-2.9,-6.0,-7.0,nan,99.4,nan,nan,nan
2017/04/04,-7.5,-3.0,-5.3,-5.3,nan,77.2,nan,nan,nan
2017/04/05,-4.4,-1.8,-3.1,-3.3,nan,82.2,nan,nan,nan
2017/04/06,-7.3,-4.1,-5.7,-6.0,nan,96.0,nan,nan,nan
2017/04/07,-7.9,-4.0,-6.0,-5.6,nan,56.9,nan,nan,nan
2017/04/08,-4.1,-0.3,-2.2,-2.5,nan,63.7,nan,nan,nan
2017/04/09,-7.3,-1.4,-4.3,-4.4,nan,nan,nan,nan,nan
2017/04/10,-5.1,1.0,-2.0,-3.2,nan,60.8,nan,nan,nan
2017/04/11,-3.0,1.8,-0.6,-1.4,nan,51.0,nan,nan,nan
2017/04/12,-4.1,1.8,-1.1,-2.6,nan,71.6,nan,nan,nan
2017/04/13,-5.4,-1.9,-3.6,-3.5,nan,74.3,nan,nan,nan
2017/04/14,-5.0,-3.2,-4.1,-4.2,nan,57.7,nan,nan,nan
2017/04/15,-4.6,-1.9,-3.2,-3.5,nan,59.0,nan,nan,nan
2017/04/16,-6.0,-2.8,-4.4,-4.7,nan,93.4,nan,nan,nan
2017/04/17,-6.1,-2.4,-4.3,-5.2,nan,80.4,nan,nan,nan
2017/04/18,-12.2,-5.6,-8.9,-9.7,nan,74.2,nan,nan,nan
2017/04/19,-9.3,-3.6,-6.5,-7.5,nan,82.3,nan,nan,nan
2017/04/20,-5.0,-1.5,-3.2,-3.6,nan,92.3,nan,nan,nan
2017/04/21,-4.9,0.7,-2.1,-3.2,nan,97.0,nan,nan,nan
2017/04/22,-3.5,-1.3,-2.4,-2.6,nan,75.2,nan,nan,nan
2017/04/23,-2.9,3.7,0.4,-0.5,nan,60.1,nan,nan,nan
2017/04/24,-1.5,3.4,1.0,0.1,nan,71.2,nan,nan,nan
2017/04/25,-3.1,1.5,-0.8,-1.3,nan,81.4,nan,nan,nan
2017/04/26,-2.1,2.4,0.1,-0.6,nan,62.6,nan,nan,nan
2017/04/27,-5.3,2.4,-1.5,-2.6,nan,85.0,nan,nan,nan
2017/04/28,-5.5,-2.3,-3.9,-4.3,nan,94.7,nan,nan,nan
2017/04/29,-8.4,-2.3,-5.4,-5.4,nan,88.4,nan,nan,nan
2017/04/30,-3.7,-1.4,-2.5,-2.3,nan,66.5,nan,nan,nan
2017/05/01,-6.7,-2.4,-4.6,-5.0,nan,99.3,nan,nan,nan
2017/05/02,-5.8,-1.3,-3.6,-4.3,nan,87.2,nan,nan,nan
2017/05/03,-5.6,-1.3,-3.5,-3.2,nan,88.9,nan,nan,nan
2017/05/04,-6.7,-0.3,-3.5,-5.6,nan,91.2,nan,nan,nan
2017/05/05,-4.4,1.8,-1.3,-2.7,nan,63.2,nan,nan,nan
2017/05/06,-3.9,-0.3,-2.1,-2.6,nan,89.8,nan,nan,nan
2017/05/07,-4.9,-1.1,-3.0,-3.5,nan,96.7,nan,nan,nan
2017/05/08,-4.3,-1.8,-3.1,-3.4,nan,92.3,nan,nan,nan
2017/05/09,-4.8,-1.7,-3.2,-3.5,nan,91.7,nan,nan,nan
2017/05/10,-3.1,-0.1,-1.6,-1.9,nan,73.3,nan,nan,nan
2017/05/11,-0.5,2.3,0.9,0.6,nan,79.8,nan,nan,nan
2017/05/12,1.5,3.4,2.4,2.7,nan,81.4,nan,nan,nan
2017/05/13,0.2,2.4,1.3,0.9,nan,87.3,nan,nan,nan
2017/05/14,-3.2,3.4,0.1,-1.2,nan,96.5,nan,nan,nan
2017/05/15,-3.3,0.9,-1.2,-2.0,nan,83.0,nan,nan,nan
2017/05/16,1.0,4.5,2.8,2.2,nan,65.2,nan,nan,nan
2017/05/17,1.9,4.6,3.3,3.1,nan,59.3,nan,nan,nan
2017/05/18,-1.0,3.4,1.2,0.7,nan,75.0,nan,nan,nan
2017/05/19,-2.0,-0.6,-1.3,-1.5,nan,100.0,nan,nan,nan
2017/05/20,-1.6,-0.5,-1.0,-1.1,nan,99.1,nan,nan,nan
2017/05/21,-1.0,1.9,0.4,0.9,nan,95.4,nan,nan,nan
2017/05/22,-1.0,1.9,0.4,0.3,nan,97.5,nan,nan,nan
2017/05/23,-1.4,3.3,1.0,0.1,nan,94.1,nan,nan,nan
2017/05/24,-1.5,2.5,0.5,-0.4,nan,97.5,nan,nan,nan
2017/05/25,-3.4,0.8,-1.3,-1.9,nan,100.0,nan,nan,nan
2017/05/26,-3.5,0.3,-1.6,-1.7,nan,nan,nan,nan,nan
2017/05/27,-3.8,3.5,-0.1,-1.2,nan,55.5,nan,nan,nan
2017/05/28,3.0,9.8,6.4,5.8,nan,27.1,nan,nan,nan
2017/05/29,4.5,9.3,6.9,6.5,nan,55.7,nan,nan,nan
2017/05/30,2.4,5.1,3.7,3.8,nan,78.3,nan,nan,nan
2017/05/31,3.3,5.6,4.4,4.4,nan,77.9,nan,nan,nan
2017/06/01,1.5,4.1,2.8,2.3,nan,96.8,nan,nan,nan
2017/06/02,0.8,4.6,2.7,2.2,nan,80.6,nan,nan,nan
2017/06/03,-2.3,5.1,1.4,0.5,nan,81.7,nan,nan,nan
2017/06/04,-2.7,2.7,0.0,-0.2,nan,74.7,nan,nan,nan
2017/06/05,-2.1,2.7,0.3,-0.5,nan,89.4,nan,nan,nan
2017/06/06,-0.3,4.8,2.3,0.9,nan,91.1,nan,nan,nan
2017/06/07,3.2,8.0,5.6,5.7,nan,72.8,nan,nan,nan
2017/06/08,8.4,12.6,10.5,10.8,nan,54.9,nan,nan,nan
2017/06/09,6.7,15.7,11.2,11.7,nan,59.2,nan,nan,nan
2017/06/10,1.1,10.3,5.7,3.2,nan,nan,nan,nan,nan
2017/06/11,-1.4,2.6,0.6,-0.2,nan,nan,nan,nan,nan
2017/06/12,-2.2,-0.2,-1.2,-1.4,nan,nan,nan,nan,nan
2017/06/13,-3.3,0.7,-1.3,-1.5,nan,nan,nan,nan,nan
2017/06/14,-3.1,1.8,-0.7,-0.8,nan,90.2,nan,nan,nan
2017/06/15,-2.2,2.5,0.1,0.5,nan,83.8,nan,nan,nan
2017/06/16,-3.0,2.7,-0.1,-0.8,nan,97.0,nan,nan,nan
2017/06/17,-3.5,-0.4,-1.9,-2.5,nan,nan,nan,nan,nan
2017/06/18,-2.6,9.6,3.5,1.7,nan,nan,nan,nan,nan
2017/06/19,2.8,9.6,6.2,5.9,nan,70.2,nan,nan,nan
2017/06/20,-1.2,3.2,1.0,0.5,nan,nan,nan,nan,nan
2017/06/21,-1.0,2.1,0.6,-0.1,nan,nan,nan,nan,nan
2017/06/22,-0.2,3.5,1.6,0.8,nan,96.1,nan,nan,nan
2017/06/23,0.6,5.9,3.3,2.9,nan,73.0,nan,nan,nan
2017/06/24,1.3,5.7,3.5,3.2,nan,77.6,nan,nan,nan
2017/06/25,2.2,5.7,3.9,3.2,nan,91.3,nan,nan,nan
2017/06/26,2.0,5.7,3.8,3.0,nan,97.7,nan,nan,nan
2017/06/27,0.6,3.2,1.9,1.6,nan,100.0,nan,nan,nan
2017/06/28,0.1,4.5,2.3,1.2,nan,98.5,nan,nan,nan
2017/06/29,1.5,4.5,3.0,2.7,nan,nan,nan,nan,nan
2017/06/30,1.9,4.4,3.1,2.6,nan,94.6,nan,nan,nan
2017/07/01,2.6,4.4,3.5,3.4,nan,96.6,nan,nan,nan
2017/07/02,1.4,4.3,2.8,2.6,nan,94.8,nan,nan,nan
2017/07/03,0.3,3.8,2.0,1.4,nan,99.7,nan,nan,nan
2017/07/04,0.2,0.8,0.5,0.5,nan,100.0,nan,nan,nan
2017/07/05,0.5,6.8,3.6,2.3,nan,95.4,nan,nan,nan
2017/07/06,5.4,10.6,8.0,7.3,nan,70.0,nan,nan,nan
2017/07/07,9.3,11.1,10.2,10.4,nan,46.1,nan,nan,nan
2017/07/08,3.5,11.2,7.4,5.6,nan,86.7,nan,nan,nan
2017/07/09,1.4,5.2,3.3,3.6,nan,85.2,nan,nan,nan
2017/07/10,-0.4,1.5,0.5,0.2,nan,100.0,nan,nan,nan
2017/07/11,-0.9,1.4,0.2,0.1,nan,100.0,nan,nan,nan
2017/07/12,1.4,5.4,3.4,3.0,nan,93.1,nan,nan,nan
2017/07/13,4.3,6.9,5.6,5.6,nan,88.7,nan,nan,nan
2017/07/14,2.4,5.6,4.0,3.9,nan,nan,nan,nan,nan
2017/07/15,2.0,4.1,3.0,2.8,nan,nan,nan,nan,nan
2017/07/16,0.8,3.2,2.0,2.0,nan,nan,nan,nan,nan
2017/07/17,2.5,3.7,3.1,2.9,nan,100.0,nan,nan,nan
2017/07/18,1.7,4.1,2.9,2.9,nan,nan,nan,nan,nan
2017/07/19,1.8,3.9,2.8,2.8,nan,nan,nan,nan,nan
2017/07/20,2.4,5.2,3.8,3.3,nan,nan,nan,nan,nan
2017/07/21,2.5,5.2,3.9,3.6,nan,nan,nan,nan,nan
2017/07/22,4.0,5.6,4.8,4.9,nan,88.4,nan,nan,nan
2017/07/23,2.7,5.1,3.9,3.6,nan,nan,nan,nan,nan
2017/07/24,2.4,9.9,6.2,5.3,nan,nan,nan,nan,nan
2017/07/25,1.4,8.4,4.9,3.6,nan,97.2,nan,nan,nan
2017/07/26,3.0,6.2,4.6,4.7,nan,96.5,nan,nan,nan
2017/07/27,2.7,5.9,4.3,3.8,nan,99.6,nan,nan,nan
2017/07/28,1.7,3.5,2.6,2.5,nan,nan,nan,nan,nan
2017/07/29,2.5,5.9,4.2,3.9,nan,nan,nan,nan,nan
2017/07/30,2.5,5.9,4.2,3.7,nan,91.0,nan,nan,nan
2017/07/31,2.7,5.4,4.0,3.6,nan,nan,nan,nan,nan
2017/08/01,4.2,8.4,6.3,5.6,nan,79.8,nan,nan,nan
2017/08/02,7.1,9.1,8.1,8.1,nan,73.5,nan,nan,nan
2017/08/03,5.8,9.1,7.4,6.8,nan,97.1,nan,nan,nan
2017/08/04,6.3,12.8,9.5,9.3,nan,nan,nan,nan,nan
2017/08/05,9.9,12.9,11.4,11.9,nan,53.1,nan,nan,nan
2017/08/06,11.4,15.4,13.4,13.1,nan,54.9,nan,nan,nan
2017/08/07,11.3,15.3,13.3,12.8,nan,57.5,nan,nan,nan
2017/08/08,6.5,11.6,9.1,8.3,nan,nan,nan,nan,nan
2017/08/09,11.1,14.8,12.9,12.5,nan,41.1,nan,nan,nan
2017/08/10,10.3,14.3,12.3,12.0,nan,38.2,nan,nan,nan
2017/08/11,7.6,13.3,10.4,9.2,nan,54.8,nan,nan,nan
2017/08/12,6.3,8.9,7.6,7.3,nan,82.3,nan,nan,nan
2017/08/13,3.7,8.9,6.3,5.9,nan,86.3,nan,nan,nan
2017/08/14,-0.3,4.1,1.9,1.5,nan,nan,nan,nan,nan
2017/08/15,-0.1,4.0,2.0,1.3,nan,nan,nan,nan,nan
2017/08/16,2.2,4.8,3.5,3.7,nan,96.0,nan,nan,nan
2017/08/17,0.4,4.8,2.6,2.4,nan,nan,nan,nan,nan
2017/08/18,0.4,1.7,1.1,0.9,nan,nan,nan,nan,nan
2017/08/19,-0.1,1.7,0.8,0.5,nan,nan,nan,nan,nan
2017/08/20,1.3,2.7,2.0,1.8,nan,99.6,nan,nan,nan
2017/08/21,2.7,6.1,4.4,4.9,nan,nan,nan,nan,nan
2017/08/22,5.5,6.8,6.2,6.0,nan,96.9,nan,nan,136
2017/08/23,0.3,5.7,3.0,2.4,nan,91.4,nan,nan,nan
2017/08/24,0.8,2.6,1.7,1.2,nan,nan,nan,nan,nan
2017/08/25,1.1,3.4,2.3,2.0,nan,nan,nan,nan,nan
2017/08/26,-0.6,3.7,1.5,2.0,nan,nan,nan,nan,149
2017/08/27,-1.2,1.5,0.1,-0.4,nan,nan,nan,nan,nan
2017/08/28,0.3,2.6,1.5,1.0,nan,nan,nan,nan,nan
2017/08/29,2.2,10.4,6.3,5.8,nan,nan,nan,nan,nan
2017/08/30,3.0,10.5,6.8,7.6,nan,nan,nan,nan,nan
2017/08/31,-0.1,2.9,1.4,1.2,nan,98.1,nan,nan,nan
2017/09/01,0.8,2.7,1.7,1.7,nan,nan,nan,nan,nan
2017/09/02,-0.9,1.6,0.3,0.2,nan,nan,nan,nan,nan
2017/09/03,-2.2,5.5,1.6,0.3,nan,nan,nan,nan,nan
2017/09/04,3.7,7.9,5.8,6.1,nan,71.7,nan,nan,nan
2017/09/05,8.0,12.8,10.4,9.4,nan,87.0,nan,nan,nan
2017/09/06,8.7,13.8,11.2,11.2,nan,70.6,nan,nan,nan
2017/09/07,1.0,8.7,4.8,4.7,nan,nan,nan,nan,nan
2017/09/08,-0.1,2.6,1.2,1.2,nan,nan,nan,nan,nan
2017/09/09,0.3,1.5,0.9,0.8,nan,nan,nan,nan,nan
2017/09/10,-0.3,1.6,0.7,0.3,nan,nan,nan,nan,nan
2017/09/11,-1.0,0.9,-0.1,-0.3,nan,nan,nan,nan,nan
2017/09/12,-0.9,0.6,-0.1,-0.2,nan,nan,nan,nan,nan
2017/09/13,-1.2,0.1,-0.5,-0.4,nan,nan,nan,nan,nan
2017/09/14,-0.9,4.9,2.0,1.0,nan,nan,nan,nan,nan
2017/09/15,-2.4,0.4,-1.0,-1.3,nan,nan,nan,nan,nan
2017/09/16,-0.4,0.0,-0.2,-0.1,nan,nan,nan,nan,nan
2017/09/17,-0.6,1.7,0.5,0.3,nan,nan,nan,nan,nan
2017/09/18,-0.3,1.8,0.7,0.4,nan,nan,nan,nan,nan
2017/09/19,-0.6,3.5,1.5,0.9,nan,nan,nan,nan,nan
2017/09/20,3.6,5.7,4.6,4.1,nan,71.3,nan,nan,nan
2017/09/21,1.1,6.5,3.8,3.7,nan,66.7,nan,nan,nan
2017/09/22,-0.0,3.5,1.7,1.3,nan,nan,nan,nan,nan
2017/09/23,2.4,3.8,3.1,3.1,nan,nan,nan,nan,nan
2017/09/24,3.1,4.4,3.7,3.9,nan,nan,nan,nan,nan
2017/09/25,-2.0,2.9,0.5,-0.1,nan,nan,nan,nan,nan
2017/09/26,-0.5,6.0,2.8,2.1,nan,93.7,nan,nan,nan
2017/09/27,5.1,7.2,6.1,6.1,nan,92.4,nan,nan,173
2017/09/28,1.1,5.7,3.4,3.3,nan,nan,nan,nan,nan
2017/09/29,-1.0,2.8,0.9,0.6,nan,nan,nan,nan,nan
2017/09/30,-2.1,2.9,0.4,-0.6,nan,nan,nan,nan,nan
2017/10/01,-2.0,2.4,0.2,-0.9,nan,nan,nan,nan,nan
2017/10/02,0.8,2.9,1.9,1.7,nan,40.1,nan,nan,nan
2017/10/03,-1.6,2.5,0.5,-0.5,nan,nan,nan,nan,nan
2017/10/04,-0.9,4.4,1.7,1.9,nan,54.7,nan,nan,nan
2017/10/05,-1.2,2.8,0.8,-0.4,nan,nan,nan,nan,nan
2017/10/06,-3.6,-0.9,-2.2,-2.2,nan,nan,nan,nan,nan
2017/10/07,-3.8,1.4,-1.2,-2.5,nan,nan,nan,nan,nan
2017/10/08,-3.0,0.8,-1.1,-2.0,nan,98.3,nan,nan,nan
2017/10/09,-4.6,-1.2,-2.9,-3.7,nan,nan,nan,nan,nan
2017/10/10,-6.4,-1.3,-3.8,-4.5,nan,nan,nan,nan,nan
2017/10/11,-6.3,-2.1,-4.2,-4.9,nan,88.0,nan,nan,nan
2017/10/12,-7.0,-2.9,-5.0,-5.5,nan,76.5,nan,nan,nan
2017/10/13,-9.6,-4.6,-7.1,-7.7,nan,84.7,nan,nan,nan
2017/10/14,-4.5,-3.7,-4.1,-4.2,nan,100.0,nan,nan,nan
2017/10/15,-4.8,-1.9,-3.4,-3.5,nan,98.3,nan,nan,nan
2017/10/16,-4.9,-3.2,-4.0,-4.3,nan,100.0,nan,nan,nan
2017/10/17,-7.1,-3.5,-5.3,-5.9,nan,100.0,nan,nan,nan
2017/10/18,-7.0,-4.3,-5.7,-6.1,nan,nan,nan,nan,nan
2017/10/19,-5.7,-3.5,-4.6,-4.9,nan,nan,nan,nan,nan
2017/10/20,-6.1,-3.5,-4.8,-4.8,nan,nan,nan,nan,nan
2017/10/21,-7.9,-6.3,-7.1,-7.3,nan,nan,nan,nan,nan
2017/10/22,-7.6,-1.7,-4.6,-4.9,nan,nan,nan,nan,nan
2017/10/23,-5.1,-2.1,-3.6,-4.3,nan,nan,nan,nan,nan
2017/10/24,-7.1,-4.0,-5.6,-5.7,nan,nan,nan,nan,nan
2017/10/25,-5.7,-1.9,-3.8,-3.5,nan,nan,nan,nan,nan
2017/10/26,-5.8,-3.5,-4.6,-4.8,nan,nan,nan,nan,nan
2017/10/27,-3.4,1.3,-1.0,-0.4,nan,nan,nan,nan,nan
2017/10/28,-5.1,0.0,-2.5,-3.0,nan,nan,nan,nan,nan
2017/10/29,-1.6,6.0,2.2,2.1,nan,nan,nan,nan,nan
2017/10/30,-0.6,4.5,1.9,0.6,nan,nan,nan,nan,nan
2017/10/31,-2.9,-0.8,-1.9,-1.8,nan,nan,nan,nan,nan
2017/11/01,-8.7,-1.5,-5.1,-6.5,nan,nan,nan,nan,nan
2017/11/02,-11.2,-6.0,-8.6,-9.6,nan,nan,nan,nan,nan
2017/11/03,-7.7,-1.9,-4.8,-4.1,nan,nan,nan,nan,nan
2017/11/04,-10.1,-4.6,-7.3,-8.1,nan,nan,nan,nan,nan
2017/11/05,-11.9,-4.6,-8.3,-9.5,nan,nan,nan,nan,nan
2017/11/06,-10.9,-8.4,-9.7,-9.4,nan,nan,nan,nan,nan
2017/11/07,-12.2,-8.0,-10.1,-11.1,nan,nan,nan,nan,nan
2017/11/08,-8.4,3.2,-2.6,-3.8,nan,nan,nan,nan,nan
2017/11/09,-5.3,2.0,-1.6,-3.3,nan,nan,nan,nan,nan
2017/11/10,-10.3,-4.8,-7.6,-8.4,nan,nan,nan,nan,nan
2017/11/11,-13.1,-8.6,-10.9,-11.3,nan,nan,nan,nan,nan
2017/11/12,-15.1,-10.5,-12.8,-13.4,nan,nan,nan,nan,nan
2017/11/13,-14.8,-7.9,-11.3,-10.9,nan,nan,nan,nan,nan
2017/11/14,-16.6,-14.3,-15.5,-15.8,nan,nan,nan,nan,nan
2017/11/15,-16.5,-14.6,-15.6,-15.7,nan,nan,nan,nan,nan
2017/11/16,-15.4,-9.3,-12.4,-13.3,nan,nan,nan,nan,nan
2017/11/17,-14.1,-9.2,-11.6,-11.8,nan,nan,nan,nan,nan
2017/11/18,-16.8,-8.7,-12.7,-13.5,nan,nan,nan,nan,nan
2017/11/19,-19.4,-16.9,-18.2,-18.4,nan,nan,nan,nan,nan
2017/11/20,-17.5,-11.0,-14.2,-13.2,nan,nan,nan,nan,nan
2017/11/21,-12.4,-6.8,-9.6,-9.0,nan,nan,nan,nan,nan
2017/11/22,-9.4,-3.9,-6.6,-5.8,nan,nan,nan,nan,nan
2017/11/23,-11.3,-5.8,-8.6,-9.1,nan,nan,nan,nan,nan
2017/11/24,-9.9,-6.8,-8.4,-8.5,nan,nan,nan,nan,nan
2017/11/25,-10.4,-7.5,-8.9,-8.9,nan,nan,nan,nan,nan
2017/11/26,-12.9,-7.1,-10.0,-10.1,nan,nan,nan,nan,nan
2017/11/27,-15.0,-8.0,-11.5,-11.3,nan,nan,nan,nan,nan
2017/11/28,-8.2,-6.3,-7.2,-7.3,nan,nan,nan,nan,nan
2017/11/29,-9.1,-6.0,-7.6,-7.1,nan,nan,nan,nan,nan
2017/11/30,-7.7,-6.6,-7.2,-7.3,nan,nan,nan,nan,nan
2017/12/01,-10.6,-7.7,-9.2,-9.1,nan,nan,nan,nan,nan
2017/12/02,-12.5,-8.4,-10.5,-10.5,nan,nan,nan,nan,nan
2017/12/03,-9.7,-5.6,-7.7,-7.7,nan,nan,nan,nan,nan
2017/12/04,-6.1,-4.6,-5.4,-5.2,nan,nan,nan,nan,nan
2017/12/05,-7.5,-2.5,-5.0,-5.8,nan,nan,nan,nan,nan
2017/12/06,-4.2,0.7,-1.8,-2.4,nan,nan,nan,nan,nan
2017/12/07,-1.9,2.3,0.2,0.5,nan,nan,nan,nan,nan
2017/12/08,-2.3,2.0,-0.2,-0.3,nan,nan,nan,nan,nan
2017/12/09,-2.0,0.4,-0.8,-0.9,nan,nan,nan,nan,nan
2017/12/10,-4.9,-0.5,-2.7,-3.1,nan,nan,nan,nan,nan
2017/12/11,-3.5,0.4,-1.6,-1.5,nan,nan,nan,nan,nan
2017/12/12,-3.6,-1.5,-2.5,-2.3,nan,nan,nan,nan,nan
2017/12/13,-4.6,0.6,-2.0,-2.1,nan,nan,nan,nan,nan
2017/12/14,-4.0,0.0,-2.0,-1.5,nan,nan,nan,nan,nan
2017/12/15,-7.6,-4.2,-5.9,-6.7,nan,nan,nan,nan,nan
2017/12/16,-8.4,-5.3,-6.8,-6.9,nan,nan,nan,nan,nan
2017/12/17,-8.9,-5.7,-7.3,-7.7,nan,nan,nan,nan,nan
2017/12/18,-12.4,-8.9,-10.6,-10.6,nan,nan,nan,nan,nan
2017/12/19,-11.2,-8.9,-10.1,-10.7,nan,nan,nan,nan,nan
2017/12/20,-11.1,-7.4,-9.2,-9.3,nan,nan,nan,nan,nan
2017/12/21,-12.1,-8.0,-10.1,-10.6,nan,nan,nan,nan,nan
2017/12/22,-10.0,-5.3,-7.6,-7.4,nan,nan,nan,nan,nan
2017/12/23,-5.2,2.3,-1.4,-1.1,nan,nan,nan,nan,nan
2017/12/24,-3.3,0.8,-1.3,-1.6,nan,nan,nan,nan,nan
2017/12/25,-10.1,-3.4,-6.7,-7.4,nan,nan,nan,nan,nan
2017/12/26,-15.4,-10.2,-12.8,-11.4,nan,nan,nan,nan,nan
2017/12/27,-17.5,-10.7,-14.1,-15.0,nan,nan,nan,nan,nan
2017/12/28,-18.6,-10.8,-14.7,-13.6,nan,nan,nan,nan,nan
2017/12/29,-20.8,-18.4,-19.6,-19.4,nan,nan,nan,nan,nan
2017/12/30,-23.5,-16.9,-20.2,-21.4,nan,nan,nan,nan,nan
2017/12/31,-17.2,-8.6,-12.9,-12.5,nan,nan,nan,nan,nan
2018/01/01,-10.2,-4.6,-7.4,-7.0,nan,nan,nan,nan,nan
2018/01/02,-4.4,-3.5,-3.9,-3.8,nan,nan,nan,nan,nan
2018/01/03,-4.8,-3.1,-3.9,-4.1,nan,nan,nan,nan,nan
2018/01/04,-4.8,-2.4,-3.6,-3.6,nan,nan,nan,nan,nan
2018/01/05,-5.8,-1.7,-3.7,-2.8,nan,nan,nan,nan,nan
2018/01/06,-8.9,-5.6,-7.3,-7.0,nan,nan,nan,nan,nan
2018/01/07,-8.0,-5.8,-6.9,-6.6,nan,nan,nan,nan,nan
2018/01/08,-15.7,-6.7,-11.2,-9.4,nan,nan,nan,nan,nan
2018/01/09,-23.1,-15.9,-19.5,-20.1,nan,nan,nan,nan,nan
2018/01/10,-22.9,-16.4,-19.6,-21.0,nan,nan,nan,nan,nan
2018/01/11,-16.8,-10.8,-13.8,-13.7,nan,nan,nan,nan,nan
2018/01/12,-10.8,-7.5,-9.2,-9.4,nan,nan,nan,nan,nan
2018/01/13,-8.9,-1.9,-5.4,-5.7,nan,nan,nan,nan,nan
2018/01/14,-1.8,3.0,0.6,1.1,nan,nan,nan,nan,nan
2018/01/15,0.0,4.6,2.3,1.8,nan,nan,nan,nan,nan
2018/01/16,-3.6,4.0,0.2,1.0,nan,nan,nan,nan,nan
2018/01/17,-6.4,-3.6,-5.0,-5.1,nan,nan,nan,nan,nan
2018/01/18,-8.0,-4.9,-6.4,-6.9,nan,nan,nan,nan,nan
2018/01/19,-7.1,-4.9,-6.0,-5.7,nan,nan,nan,nan,nan
2018/01/20,-7.4,-5.4,-6.4,-6.0,nan,nan,nan,nan,nan
2018/01/21,-9.6,-6.5,-8.1,-8.2,nan,nan,nan,nan,nan
2018/01/22,-11.3,-8.7,-10.0,-9.8,nan,nan,nan,nan,nan
2018/01/23,-12.7,-8.7,-10.7,-11.0,nan,nan,nan,nan,nan
2018/01/24,-11.7,-8.3,-10.0,-10.1,nan,nan,nan,nan,nan
2018/01/25,-11.8,-8.5,-10.2,-9.6,nan,nan,nan,nan,nan
2018/01/26,-12.6,-10.4,-11.5,-11.6,nan,nan,nan,nan,nan
2018/01/27,-12.4,-9.3,-10.8,-10.6,nan,nan,nan,nan,nan
2018/01/28,-16.5,-12.4,-14.5,-14.6,nan,nan,nan,nan,nan
2018/01/29,-16.4,-12.1,-14.3,-14.2,nan,nan,nan,nan,nan
2018/01/30,-17.5,-13.6,-15.6,-16.4,nan,nan,nan,nan,nan
2018/01/31,-19.2,-15.6,-17.4,-17.3,nan,nan,nan,nan,nan
2018/02/01,-19.4,-16.8,-18.1,-18.0,nan,nan,nan,nan,nan
2018/02/02,-22.2,-17.6,-19.9,-19.8,nan,nan,nan,nan,nan
2018/02/03,-21.7,-14.5,-18.1,-19.1,nan,nan,nan,nan,nan
2018/02/04,-14.8,-7.0,-10.9,-11.0,nan,nan,nan,nan,nan
2018/02/05,-8.4,-4.3,-6.3,-6.8,nan,nan,nan,nan,nan
2018/02/06,-10.3,-5.1,-7.7,-8.0,nan,nan,nan,nan,nan
2018/02/07,-9.8,-6.7,-8.3,-7.7,nan,nan,nan,nan,nan
2018/02/08,-16.3,-9.9,-13.1,-13.7,nan,nan,nan,nan,nan
2018/02/09,-12.9,-0.3,-6.6,-8.5,nan,nan,nan,nan,nan
2018/02/10,-5.4,-0.7,-3.1,-3.6,nan,nan,nan,nan,nan
2018/02/11,-6.1,-2.6,-4.3,-4.3,nan,nan,nan,nan,nan
2018/02/12,-10.1,-3.5,-6.8,-7.2,nan,nan,nan,nan,nan
2018/02/13,-8.1,-5.2,-6.6,-7.3,nan,nan,nan,nan,nan
2018/02/14,-11.6,-6.2,-8.9,-9.8,nan,nan,nan,nan,nan
2018/02/15,-11.4,-8.6,-10.0,-10.4,nan,nan,nan,nan,nan
2018/02/16,-14.4,-9.3,-11.8,-11.9,nan,nan,nan,nan,nan
2018/02/17,-16.4,-13.6,-15.0,-15.4,nan,nan,nan,nan,nan
2018/02/18,-14.6,-10.3,-12.4,-13.0,nan,nan,nan,nan,nan
2018/02/19,-12.2,-7.7,-9.9,-10.8,nan,nan,nan,nan,nan
2018/02/20,-9.8,-7.8,-8.8,-8.7,nan,nan,nan,nan,nan
2018/02/21,-9.9,-4.5,-7.2,-8.1,nan,nan,nan,nan,nan
2018/02/22,-11.9,-5.5,-8.7,-8.3,nan,nan,nan,nan,nan
2018/02/23,-10.5,-7.3,-8.9,-8.4,nan,nan,nan,nan,nan
2018/02/24,-14.1,-10.3,-12.2,-12.6,nan,nan,nan,nan,nan
